# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
    86.000       5.720000     7.09500000         -597.070         -164.166          -90.245
    86.000       5.775000     7.15000000         -588.550         -162.048          -89.161
    86.000       5.830000     7.20500000         -580.061         -159.934          -88.077
    86.000       5.885000     7.26000000         -571.602         -157.825          -86.994
    86.000       5.940000     7.31500000         -563.174         -155.721          -85.912
    86.000       5.995000     7.37000000         -554.778         -153.621          -84.831
    86.000       6.050000     7.42500000         -546.413         -151.526          -83.750
    86.000       6.105000     7.48000000         -538.081         -149.436          -82.671
    86.000       6.160000     7.53500000         -529.781         -147.350          -81.592
    86.000       6.215000     7.59000000         -521.514         -145.270          -80.514
    86.000       6.270000     7.64500000         -513.280         -143.195          -79.437
    86.000       6.325000     7.70000000         -505.080         -141.125          -78.360
    86.000       6.380000     7.75500000         -496.914         -139.060          -77.285
    86.000       6.435000     7.81000000         -488.782         -137.000          -76.211
    86.000       6.490000     7.86500000         -480.686         -134.945          -75.137
    86.000       6.545000     7.92000000         -472.625         -132.896          -74.065
    86.000       6.600000     7.97500000         -464.599         -130.853          -72.993
    86.000       6.655000     8.03000000         -456.611         -128.815          -71.923
    86.000       6.710000     8.08500000         -448.659         -126.782          -70.853
    86.000       6.765000     8.14000000         -440.744         -124.756          -69.784
    86.000       6.820000     8.19500000         -432.868         -122.735          -68.717
    86.000       6.875000     8.25000000         -425.030         -120.720          -67.650
    86.000       6.930000     8.30500000         -417.231         -118.711          -66.585
    86.000       6.985000     8.36000000         -409.472         -116.709          -65.520
    86.000       7.040000     8.41500000         -401.753         -114.712          -64.457
    86.000       7.095000     8.47000000         -394.075         -112.722          -63.395
    86.000       7.150000     8.52500000         -386.438         -110.739          -62.334
    86.000       7.205000     8.58000000         -378.844         -108.762          -61.274
    86.000       7.260000     8.63500000         -371.293         -106.792          -60.216
    86.000       7.315000     8.69000000         -363.786         -104.828          -59.158
    86.000       7.370000     8.74500000         -356.324         -102.872          -58.102
    86.000       7.425000     8.80000000         -348.906         -100.923          -57.047
    86.000       7.480000     8.85500000         -341.535          -98.981          -55.994
    86.000       7.535000     8.91000000         -334.211          -97.046          -54.942
    86.000       7.590000     8.96500000         -326.935          -95.119          -53.891
    86.000       7.645000     9.02000000         -319.708          -93.200          -52.842
    86.000       7.700000     9.07500000         -312.531          -91.289          -51.794
    86.000       7.755000     9.13000000         -305.406          -89.386          -50.747
    86.000       7.810000     9.18500000         -298.332          -87.492          -49.702
    86.000       7.865000     9.24000000         -291.312          -85.606          -48.659
    86.000       7.920000     9.29500000         -284.346          -83.729          -47.617
    86.000       7.975000     9.35000000         -277.437          -81.861          -46.577
    86.000       8.030000     9.40500000         -270.584          -80.002          -45.539
    86.000       8.085000     9.46000000         -263.791          -78.153          -44.503
    86.000       8.140000     9.51500000         -257.058          -76.314          -43.468
    86.000       8.195000     9.57000000         -250.387          -74.484          -42.436
    86.000       8.250000     9.62500000         -243.780          -72.666          -41.405
    86.000       8.305000     9.68000000         -237.238          -70.858          -40.376
    86.000       8.360000     9.73500000         -230.765          -69.062          -39.350
    86.000       8.415000     9.79000000         -224.361          -67.277          -38.325
    86.000       8.470000     9.84500000         -218.030          -65.505          -37.303
    86.000       8.525000     9.90000000         -211.774          -63.745          -36.284
    86.000       8.580000     9.95500000         -205.595          -61.998          -35.267
    86.000       8.635000    10.01000000         -199.497          -60.265          -34.253
    86.000       8.690000    10.06500000         -193.484          -58.546          -33.241
    86.000       8.745000    10.12000000         -187.558          -56.843          -32.233
    86.000       8.800000    10.17500000         -181.724          -55.155          -31.227
    86.000       8.855000    10.23000000         -175.987          -53.484          -30.225
    86.000       8.910000    10.28500000         -170.351          -51.831          -29.227
    86.000       8.965000    10.34000000         -164.823          -50.197          -28.232
    86.000       9.020000    10.39500000         -159.409          -48.583          -27.242
    86.000       9.075000    10.45000000         -154.116          -46.991          -26.256
    86.000       9.130000    10.50500000         -148.955          -45.423          -25.275
    86.000       9.185000    10.56000000         -143.935          -43.881          -24.299
    86.000       9.240000    10.61500000         -139.070          -42.368          -23.330
    86.000       9.295000    10.67000000         -134.376          -40.886          -22.367
    86.000       9.350000    10.72500000         -129.875          -39.442          -21.413
    86.000       9.405000    10.78000000         -125.594          -38.040          -20.468
    86.000       9.460000    10.83500000         -121.575          -36.691          -19.535
    86.000       9.515000    10.89000000         -117.882          -35.408          -18.617
    86.000       9.570000    10.94500000         -114.640          -34.222          -17.723
    86.000       9.625000    11.00000000         -112.288          -33.249          -16.888
    86.500       0.000000     1.37500000        -1539.865         -261.268         -195.572
    86.500       0.055000     1.43000000        -1529.641         -259.693         -194.494
    86.500       0.110000     1.48500000        -1519.431         -258.120         -193.418
    86.500       0.165000     1.54000000        -1509.236         -256.549         -192.341
    86.500       0.220000     1.59500000        -1499.056         -254.978         -191.265
    86.500       0.275000     1.65000000        -1488.891         -253.409         -190.189
    86.500       0.330000     1.70500000        -1478.741         -251.842         -189.114
    86.500       0.385000     1.76000000        -1468.605         -250.275         -188.038
    86.500       0.440000     1.81500000        -1458.485         -248.711         -186.964
    86.500       0.495000     1.87000000        -1448.380         -247.147         -185.889
    86.500       0.550000     1.92500000        -1438.290         -245.585         -184.815
    86.500       0.605000     1.98000000        -1428.216         -244.025         -183.741
    86.500       0.660000     2.03500000        -1418.156         -242.465         -182.667
    86.500       0.715000     2.09000000        -1408.112         -240.908         -181.594
    86.500       0.770000     2.14500000        -1398.084         -239.351         -180.521
    86.500       0.825000     2.20000000        -1388.071         -237.797         -179.448
    86.500       0.880000     2.25500000        -1378.074         -236.243         -178.376
    86.500       0.935000     2.31000000        -1368.093         -234.691         -177.304
    86.500       0.990000     2.36500000        -1358.127         -233.141         -176.233
    86.500       1.045000     2.42000000        -1348.177         -231.592         -175.161
    86.500       1.100000     2.47500000        -1338.243         -230.044         -174.091
    86.500       1.155000     2.53000000        -1328.325         -228.498         -173.020
    86.500       1.210000     2.58500000        -1318.424         -226.954         -171.950
    86.500       1.265000     2.64000000        -1308.538         -225.411         -170.880
    86.500       1.320000     2.69500000        -1298.669         -223.870         -169.810
    86.500       1.375000     2.75000000        -1288.816         -222.330         -168.741
    86.500       1.430000     2.80500000        -1278.979         -220.791         -167.672
    86.500       1.485000     2.86000000        -1269.159         -219.254         -166.604
    86.500       1.540000     2.91500000        -1259.355         -217.719         -165.536
    86.500       1.595000     2.97000000        -1249.568         -216.186         -164.468
    86.500       1.650000     3.02500000        -1239.798         -214.653         -163.401
    86.500       1.705000     3.08000000        -1230.045         -213.123         -162.334
    86.500       1.760000     3.13500000        -1220.308         -211.594         -161.267
    86.500       1.815000     3.19000000        -1210.589         -210.067         -160.201
    86.500       1.870000     3.24500000        -1200.887         -208.541         -159.135
    86.500       1.925000     3.30000000        -1191.201         -207.017         -158.070
    86.500       1.980000     3.35500000        -1181.534         -205.494         -157.005
    86.500       2.035000     3.41000000        -1171.883         -203.973         -155.940
    86.500       2.090000     3.46500000        -1162.250         -202.454         -154.876
    86.500       2.145000     3.52000000        -1152.635         -200.937         -153.812
    86.500       2.200000     3.57500000        -1143.037         -199.421         -152.748
    86.500       2.255000     3.63000000        -1133.457         -197.907         -151.685
    86.500       2.310000     3.68500000        -1123.895         -196.394         -150.622
    86.500       2.365000     3.74000000        -1114.350         -194.883         -149.560
    86.500       2.420000     3.79500000        -1104.824         -193.374         -148.498
    86.500       2.475000     3.85000000        -1095.316         -191.867         -147.436
    86.500       2.530000     3.90500000        -1085.827         -190.362         -146.375
    86.500       2.585000     3.96000000        -1076.355         -188.858         -145.314
    86.500       2.640000     4.01500000        -1066.902         -187.356         -144.254
    86.500       2.695000     4.07000000        -1057.468         -185.855         -143.194
    86.500       2.750000     4.12500000        -1048.052         -184.357         -142.135
    86.500       2.805000     4.18000000        -1038.656         -182.860         -141.076
    86.500       2.860000     4.23500000        -1029.278         -181.365         -140.017
    86.500       2.915000     4.29000000        -1019.919         -179.872         -138.959
    86.500       2.970000     4.34500000        -1010.579         -178.381         -137.901
    86.500       3.025000     4.40000000        -1001.259         -176.891         -136.844
    86.500       3.080000     4.45500000         -991.958         -175.404         -135.787
    86.500       3.135000     4.51000000         -982.677         -173.918         -134.730
    86.500       3.190000     4.56500000         -973.415         -172.435         -133.674
    86.500       3.245000     4.62000000         -964.173         -170.953         -132.619
    86.500       3.300000     4.67500000         -954.951         -169.473         -131.564
    86.500       3.355000     4.73000000         -945.748         -167.995         -130.509
    86.500       3.410000     4.78500000         -936.566         -166.519         -129.455
    86.500       3.465000     4.84000000         -927.405         -165.044         -128.401
    86.500       3.520000     4.89500000         -918.264         -163.572         -127.348
    86.500       3.575000     4.95000000         -909.143         -162.102         -126.295
    86.500       3.630000     5.00500000         -900.043         -160.634         -125.243
    86.500       3.685000     5.06000000         -890.964         -159.168         -124.191
    86.500       3.740000     5.11500000         -881.906         -157.704         -123.140
    86.500       3.795000     5.17000000         -872.869         -156.242         -122.089
    86.500       3.850000     5.22500000         -863.853         -154.782         -121.039
    86.500       3.905000     5.28000000         -854.859         -153.324         -119.989
    86.500       3.960000     5.33500000         -845.886         -151.868         -118.939
    86.500       4.015000     5.39000000         -836.935         -150.414         -117.891
    86.500       4.070000     5.44500000         -828.006         -148.963         -116.842
    86.500       4.125000     5.50000000         -819.099         -147.513         -115.794
    86.500       4.180000     5.55500000         -810.215         -146.066         -114.747
    86.500       4.235000     5.61000000         -801.352         -144.621         -113.700
    86.500       4.290000     5.66500000         -792.513         -143.178         -112.654
    86.500       4.345000     5.72000000         -783.696         -141.738         -111.609
    86.500       4.400000     5.77500000         -774.902         -140.299         -110.564
    86.500       4.455000     5.83000000         -766.131         -138.863         -109.519
    86.500       4.510000     5.88500000         -757.383         -137.429         -108.475
    86.500       4.565000     5.94000000         -748.659         -135.998         -107.432
    86.500       4.620000     5.99500000         -739.959         -134.569         -106.389
    86.500       4.675000     6.05000000         -731.282         -133.142         -105.346
    86.500       4.730000     6.10500000         -722.629         -131.717         -104.305
    86.500       4.785000     6.16000000         -714.001         -130.295         -103.263
    86.500       4.840000     6.21500000         -705.397         -128.876         -102.223
    86.500       4.895000     6.27000000         -696.818         -127.459         -101.183
    86.500       4.950000     6.32500000         -688.264         -126.044         -100.144
    86.500       5.005000     6.38000000         -679.735         -124.632          -99.105
    86.500       5.060000     6.43500000         -671.231         -123.222          -98.067
    86.500       5.115000     6.49000000         -662.753         -121.815          -97.029
    86.500       5.170000     6.54500000         -654.301         -120.411          -95.992
    86.500       5.225000     6.60000000         -645.875         -119.009          -94.956
    86.500       5.280000     6.65500000         -637.475         -117.609          -93.921
    86.500       5.335000     6.71000000         -629.101         -116.213          -92.886
    86.500       5.390000     6.76500000         -620.755         -114.819          -91.851
    86.500       5.445000     6.82000000         -612.435         -113.427          -90.818
    86.500       5.500000     6.87500000         -604.143         -112.039          -89.785
    86.500       5.555000     6.93000000         -595.878         -110.653          -88.753
    86.500       5.610000     6.98500000         -587.641         -109.270          -87.721
    86.500       5.665000     7.04000000         -579.433         -107.890          -86.690
    86.500       5.720000     7.09500000         -571.253         -106.513          -85.660
    86.500       5.775000     7.15000000         -563.101         -105.138          -84.631
    86.500       5.830000     7.20500000         -554.979         -103.767          -83.602
    86.500       5.885000     7.26000000         -546.886         -102.399          -82.574
    86.500       5.940000     7.31500000         -538.823         -101.033          -81.547
    86.500       5.995000     7.37000000         -530.789          -99.671          -80.521
    86.500       6.050000     7.42500000         -522.786          -98.312          -79.495
    86.500       6.105000     7.48000000         -514.814          -96.955          -78.470
    86.500       6.160000     7.53500000         -506.873          -95.603          -77.446
    86.500       6.215000     7.59000000         -498.964          -94.253          -76.423
    86.500       6.270000     7.64500000         -491.086          -92.906          -75.401
    86.500       6.325000     7.70000000         -483.240          -91.563          -74.379
    86.500       6.380000     7.75500000         -475.427          -90.223          -73.359
    86.500       6.435000     7.81000000         -467.647          -88.887          -72.339
    86.500       6.490000     7.86500000         -459.901          -87.554          -71.320
    86.500       6.545000     7.92000000         -452.188          -86.225          -70.302
    86.500       6.600000     7.97500000         -444.510          -84.899          -69.285
    86.500       6.655000     8.03000000         -436.867          -83.576          -68.269
    86.500       6.710000     8.08500000         -429.259          -82.258          -67.253
    86.500       6.765000     8.14000000         -421.686          -80.943          -66.239
    86.500       6.820000     8.19500000         -414.151          -79.632          -65.226
    86.500       6.875000     8.25000000         -406.651          -78.325          -64.213
    86.500       6.930000     8.30500000         -399.190          -77.021          -63.202
    86.500       6.985000     8.36000000         -391.766          -75.722          -62.192
    86.500       7.040000     8.41500000         -384.381          -74.427          -61.182
    86.500       7.095000     8.47000000         -377.035          -73.135          -60.174
    86.500       7.150000     8.52500000         -369.729          -71.849          -59.167
    86.500       7.205000     8.58000000         -362.463          -70.566          -58.161
    86.500       7.260000     8.63500000         -355.239          -69.288          -57.156
    86.500       7.315000     8.69000000         -348.056          -68.014          -56.153
    86.500       7.370000     8.74500000         -340.916          -66.744          -55.150
    86.500       7.425000     8.80000000         -333.820          -65.480          -54.149
    86.500       7.480000     8.85500000         -326.767          -64.220          -53.149
    86.500       7.535000     8.91000000         -319.760          -62.965          -52.150
    86.500       7.590000     8.96500000         -312.799          -61.714          -51.153
    86.500       7.645000     9.02000000         -305.884          -60.469          -50.157
    86.500       7.700000     9.07500000         -299.018          -59.229          -49.162
    86.500       7.755000     9.13000000         -292.200          -57.995          -48.169
    86.500       7.810000     9.18500000         -285.432          -56.766          -47.177
    86.500       7.865000     9.24000000         -278.715          -55.542          -46.187
    86.500       7.920000     9.29500000         -272.051          -54.324          -45.198
    86.500       7.975000     9.35000000         -265.440          -53.112          -44.211
    86.500       8.030000     9.40500000         -258.884          -51.906          -43.226
    86.500       8.085000     9.46000000         -252.384          -50.706          -42.242
    86.500       8.140000     9.51500000         -245.943          -49.513          -41.260
    86.500       8.195000     9.57000000         -239.560          -48.326          -40.280
    86.500       8.250000     9.62500000         -233.239          -47.146          -39.301
    86.500       8.305000     9.68000000         -226.980          -45.974          -38.325
    86.500       8.360000     9.73500000         -220.786          -44.808          -37.351
    86.500       8.415000     9.79000000         -214.660          -43.650          -36.378
    86.500       8.470000     9.84500000         -208.602          -42.500          -35.408
    86.500       8.525000     9.90000000         -202.617          -41.358          -34.441
    86.500       8.580000     9.95500000         -196.705          -40.225          -33.475
    86.500       8.635000    10.01000000         -190.871          -39.100          -32.512
    86.500       8.690000    10.06500000         -185.118          -37.985          -31.552
    86.500       8.745000    10.12000000         -179.448          -36.880          -30.595
    86.500       8.800000    10.17500000         -173.867          -35.785          -29.641
    86.500       8.855000    10.23000000         -168.377          -34.701          -28.690
    86.500       8.910000    10.28500000         -162.985          -33.629          -27.742
    86.500       8.965000    10.34000000         -157.696          -32.568          -26.798
    86.500       9.020000    10.39500000         -152.516          -31.521          -25.858
    86.500       9.075000    10.45000000         -147.452          -30.488          -24.922
    86.500       9.130000    10.50500000         -142.514          -29.471          -23.991
    86.500       9.185000    10.56000000         -137.711          -28.471          -23.065
    86.500       9.240000    10.61500000         -133.057          -27.489          -22.144
    86.500       9.295000    10.67000000         -128.566          -26.528          -21.231
    86.500       9.350000    10.72500000         -124.259          -25.590          -20.325
    86.500       9.405000    10.78000000         -120.163          -24.681          -19.428
    86.500       9.460000    10.83500000         -116.318          -23.805          -18.542
    86.500       9.515000    10.89000000         -112.785          -22.973          -17.671
    86.500       9.570000    10.94500000         -109.683          -22.204          -16.823
    86.500       9.625000    11.00000000         -107.432          -21.573          -16.030
    87.000       0.000000     1.37500000        -1020.368         -211.835         -104.244
    87.000       0.055000     1.43000000        -1013.593         -210.558         -103.670
    87.000       0.110000     1.48500000        -1006.828         -209.283         -103.096
    87.000       0.165000     1.54000000        -1000.072         -208.008         -102.522
    87.000       0.220000     1.59500000         -993.327         -206.735         -101.949
    87.000       0.275000     1.65000000         -986.591         -205.463         -101.375
    87.000       0.330000     1.70500000         -979.865         -204.192         -100.802
    87.000       0.385000     1.76000000         -973.149         -202.922         -100.229
    87.000       0.440000     1.81500000         -966.443         -201.653          -99.656
    87.000       0.495000     1.87000000         -959.747         -200.386          -99.083
    87.000       0.550000     1.92500000         -953.061         -199.119          -98.511
    87.000       0.605000     1.98000000         -946.385         -197.854          -97.938
    87.000       0.660000     2.03500000         -939.720         -196.590          -97.366
    87.000       0.715000     2.09000000         -933.064         -195.327          -96.794
    87.000       0.770000     2.14500000         -926.419         -194.065          -96.222
    87.000       0.825000     2.20000000         -919.784         -192.804          -95.650
    87.000       0.880000     2.25500000         -913.160         -191.545          -95.079
    87.000       0.935000     2.31000000         -906.546         -190.286          -94.507
    87.000       0.990000     2.36500000         -899.942         -189.029          -93.936
    87.000       1.045000     2.42000000         -893.349         -187.773          -93.365
    87.000       1.100000     2.47500000         -886.767         -186.519          -92.794
    87.000       1.155000     2.53000000         -880.195         -185.265          -92.224
    87.000       1.210000     2.58500000         -873.633         -184.013          -91.653
    87.000       1.265000     2.64000000         -867.083         -182.762          -91.083
    87.000       1.320000     2.69500000         -860.543         -181.512          -90.513
    87.000       1.375000     2.75000000         -854.014         -180.264          -89.943
    87.000       1.430000     2.80500000         -847.496         -179.016          -89.373
    87.000       1.485000     2.86000000         -840.989         -177.770          -88.804
    87.000       1.540000     2.91500000         -834.493         -176.526          -88.234
    87.000       1.595000     2.97000000         -828.007         -175.282          -87.665
    87.000       1.650000     3.02500000         -821.533         -174.040          -87.096
    87.000       1.705000     3.08000000         -815.070         -172.799          -86.528
    87.000       1.760000     3.13500000         -808.619         -171.559          -85.959
    87.000       1.815000     3.19000000         -802.178         -170.321          -85.391
    87.000       1.870000     3.24500000         -795.749         -169.084          -84.823
    87.000       1.925000     3.30000000         -789.332         -167.848          -84.255
    87.000       1.980000     3.35500000         -782.925         -166.614          -83.687
    87.000       2.035000     3.41000000         -776.531         -165.381          -83.120
    87.000       2.090000     3.46500000         -770.147         -164.149          -82.552
    87.000       2.145000     3.52000000         -763.776         -162.918          -81.985
    87.000       2.200000     3.57500000         -757.416         -161.689          -81.418
    87.000       2.255000     3.63000000         -751.068         -160.462          -80.852
    87.000       2.310000     3.68500000         -744.732         -159.235          -80.285
    87.000       2.365000     3.74000000         -738.407         -158.010          -79.719
    87.000       2.420000     3.79500000         -732.095         -156.787          -79.153
    87.000       2.475000     3.85000000         -725.795         -155.565          -78.587
    87.000       2.530000     3.90500000         -719.506         -154.344          -78.021
    87.000       2.585000     3.96000000         -713.230         -153.125          -77.456
    87.000       2.640000     4.01500000         -706.967         -151.907          -76.891
    87.000       2.695000     4.07000000         -700.715         -150.691          -76.326
    87.000       2.750000     4.12500000         -694.476         -149.476          -75.761
    87.000       2.805000     4.18000000         -688.249         -148.262          -75.197
    87.000       2.860000     4.23500000         -682.035         -147.050          -74.632
    87.000       2.915000     4.29000000         -675.834         -145.839          -74.068
    87.000       2.970000     4.34500000         -669.645         -144.630          -73.504
    87.000       3.025000     4.40000000         -663.469         -143.423          -72.941
    87.000       3.080000     4.45500000         -657.306         -142.217          -72.377
    87.000       3.135000     4.51000000         -651.156         -141.012          -71.814
    87.000       3.190000     4.56500000         -645.018         -139.809          -71.251
    87.000       3.245000     4.62000000         -638.894         -138.607          -70.689
    87.000       3.300000     4.67500000         -632.783         -137.408          -70.126
    87.000       3.355000     4.73000000         -626.686         -136.209          -69.564
    87.000       3.410000     4.78500000         -620.602         -135.012          -69.002
    87.000       3.465000     4.84000000         -614.531         -133.817          -68.441
    87.000       3.520000     4.89500000         -608.473         -132.623          -67.879
    87.000       3.575000     4.95000000         -602.430         -131.431          -67.318
    87.000       3.630000     5.00500000         -596.400         -130.241          -66.757
    87.000       3.685000     5.06000000         -590.384         -129.052          -66.197
    87.000       3.740000     5.11500000         -584.381         -127.865          -65.636
    87.000       3.795000     5.17000000         -578.393         -126.680          -65.076
    87.000       3.850000     5.22500000         -572.419         -125.496          -64.516
    87.000       3.905000     5.28000000         -566.459         -124.314          -63.957
    87.000       3.960000     5.33500000         -560.514         -123.134          -63.397
    87.000       4.015000     5.39000000         -554.582         -121.955          -62.838
    87.000       4.070000     5.44500000         -548.666         -120.778          -62.280
    87.000       4.125000     5.50000000         -542.764         -119.603          -61.721
    87.000       4.180000     5.55500000         -536.876         -118.430          -61.163
    87.000       4.235000     5.61000000         -531.004         -117.258          -60.605
    87.000       4.290000     5.66500000         -525.146         -116.088          -60.047
    87.000       4.345000     5.72000000         -519.304         -114.920          -59.490
    87.000       4.400000     5.77500000         -513.477         -113.754          -58.933
    87.000       4.455000     5.83000000         -507.665         -112.589          -58.376
    87.000       4.510000     5.88500000         -501.868         -111.427          -57.820
    87.000       4.565000     5.94000000         -496.087         -110.266          -57.263
    87.000       4.620000     5.99500000         -490.322         -109.108          -56.708
    87.000       4.675000     6.05000000         -484.573         -107.951          -56.152
    87.000       4.730000     6.10500000         -478.839         -106.796          -55.597
    87.000       4.785000     6.16000000         -473.122         -105.643          -55.042
    87.000       4.840000     6.21500000         -467.421         -104.492          -54.487
    87.000       4.895000     6.27000000         -461.736         -103.343          -53.933
    87.000       4.950000     6.32500000         -456.068         -102.196          -53.379
    87.000       5.005000     6.38000000         -450.416         -101.051          -52.825
    87.000       5.060000     6.43500000         -444.781          -99.908          -52.272
    87.000       5.115000     6.49000000         -439.163          -98.767          -51.719
    87.000       5.170000     6.54500000         -433.563          -97.628          -51.166
    87.000       5.225000     6.60000000         -427.979          -96.492          -50.614
    87.000       5.280000     6.65500000         -422.413          -95.357          -50.062
    87.000       5.335000     6.71000000         -416.864          -94.225          -49.510
    87.000       5.390000     6.76500000         -411.334          -93.094          -48.959
    87.000       5.445000     6.82000000         -405.821          -91.966          -48.408
    87.000       5.500000     6.87500000         -400.326          -90.840          -47.857
    87.000       5.555000     6.93000000         -394.850          -89.717          -47.307
    87.000       5.610000     6.98500000         -389.392          -88.596          -46.757
    87.000       5.665000     7.04000000         -383.952          -87.477          -46.208
    87.000       5.720000     7.09500000         -378.532          -86.360          -45.659
    87.000       5.775000     7.15000000         -373.130          -85.246          -45.110
    87.000       5.830000     7.20500000         -367.748          -84.134          -44.562
    87.000       5.885000     7.26000000         -362.386          -83.024          -44.014
    87.000       5.940000     7.31500000         -357.043          -81.917          -43.467
    87.000       5.995000     7.37000000         -351.719          -80.813          -42.919
    87.000       6.050000     7.42500000         -346.416          -79.711          -42.373
    87.000       6.105000     7.48000000         -341.134          -78.611          -41.827
    87.000       6.160000     7.53500000         -335.872          -77.514          -41.281
    87.000       6.215000     7.59000000         -330.631          -76.420          -40.735
    87.000       6.270000     7.64500000         -325.411          -75.328          -40.190
    87.000       6.325000     7.70000000         -320.212          -74.239          -39.646
    87.000       6.380000     7.75500000         -315.035          -73.153          -39.102
    87.000       6.435000     7.81000000         -309.879          -72.069          -38.558
    87.000       6.490000     7.86500000         -304.746          -70.988          -38.015
    87.000       6.545000     7.92000000         -299.636          -69.910          -37.473
    87.000       6.600000     7.97500000         -294.548          -68.835          -36.930
    87.000       6.655000     8.03000000         -289.483          -67.763          -36.389
    87.000       6.710000     8.08500000         -284.442          -66.694          -35.848
    87.000       6.765000     8.14000000         -279.424          -65.628          -35.307
    87.000       6.820000     8.19500000         -274.431          -64.565          -34.767
    87.000       6.875000     8.25000000         -269.461          -63.505          -34.227
    87.000       6.930000     8.30500000         -264.517          -62.448          -33.688
    87.000       6.985000     8.36000000         -259.598          -61.395          -33.150
    87.000       7.040000     8.41500000         -254.704          -60.345          -32.612
    87.000       7.095000     8.47000000         -249.837          -59.298          -32.074
    87.000       7.150000     8.52500000         -244.995          -58.254          -31.537
    87.000       7.205000     8.58000000         -240.181          -57.214          -31.001
    87.000       7.260000     8.63500000         -235.394          -56.178          -30.466
    87.000       7.315000     8.69000000         -230.634          -55.145          -29.931
    87.000       7.370000     8.74500000         -225.903          -54.116          -29.396
    87.000       7.425000     8.80000000         -221.200          -53.091          -28.863
    87.000       7.480000     8.85500000         -216.527          -52.069          -28.330
    87.000       7.535000     8.91000000         -211.884          -51.051          -27.797
    87.000       7.590000     8.96500000         -207.271          -50.038          -27.266
    87.000       7.645000     9.02000000         -202.689          -49.028          -26.735
    87.000       7.700000     9.07500000         -198.139          -48.023          -26.205
    87.000       7.755000     9.13000000         -193.622          -47.022          -25.675
    87.000       7.810000     9.18500000         -189.137          -46.025          -25.147
    87.000       7.865000     9.24000000         -184.687          -45.033          -24.619
    87.000       7.920000     9.29500000         -180.270          -44.046          -24.092
    87.000       7.975000     9.35000000         -175.890          -43.063          -23.566
    87.000       8.030000     9.40500000         -171.546          -42.085          -23.040
    87.000       8.085000     9.46000000         -167.239          -41.112          -22.516
    87.000       8.140000     9.51500000         -162.970          -40.145          -21.992
    87.000       8.195000     9.57000000         -158.741          -39.183          -21.470
    87.000       8.250000     9.62500000         -154.552          -38.226          -20.948
    87.000       8.305000     9.68000000         -150.405          -37.275          -20.428
    87.000       8.360000     9.73500000         -146.301          -36.330          -19.909
    87.000       8.415000     9.79000000         -142.241          -35.391          -19.390
    87.000       8.470000     9.84500000         -138.227          -34.459          -18.873
    87.000       8.525000     9.90000000         -134.261          -33.533          -18.358
    87.000       8.580000     9.95500000         -130.344          -32.614          -17.843
    87.000       8.635000    10.01000000         -126.478          -31.702          -17.330
    87.000       8.690000    10.06500000         -122.665          -30.798          -16.818
    87.000       8.745000    10.12000000         -118.909          -29.902          -16.308
    87.000       8.800000    10.17500000         -115.210          -29.014          -15.799
    87.000       8.855000    10.23000000         -111.573          -28.135          -15.292
    87.000       8.910000    10.28500000         -108.000          -27.266          -14.787
    87.000       8.965000    10.34000000         -104.495          -26.406          -14.284
    87.000       9.020000    10.39500000         -101.062          -25.557          -13.783
    87.000       9.075000    10.45000000          -97.707          -24.720          -13.284
    87.000       9.130000    10.50500000          -94.435          -23.895          -12.788
    87.000       9.185000    10.56000000          -91.252          -23.084          -12.294
    87.000       9.240000    10.61500000          -88.168          -22.288          -11.804
    87.000       9.295000    10.67000000          -85.192          -21.508          -11.317
    87.000       9.350000    10.72500000          -82.338          -20.748          -10.834
    87.000       9.405000    10.78000000          -79.624          -20.011          -10.355
    87.000       9.460000    10.83500000          -77.076          -19.301           -9.883
    87.000       9.515000    10.89000000          -74.735          -18.627           -9.419
    87.000       9.570000    10.94500000          -72.680          -18.003           -8.967
    87.000       9.625000    11.00000000          -71.188          -17.491           -8.545
    87.500       0.000000     1.37500000         -311.364         -177.219           15.503
    87.500       0.055000     1.43000000         -309.296         -176.151           15.417
    87.500       0.110000     1.48500000         -307.232         -175.084           15.332
    87.500       0.165000     1.54000000         -305.170         -174.018           15.247
    87.500       0.220000     1.59500000         -303.112         -172.953           15.161
    87.500       0.275000     1.65000000         -301.057         -171.889           15.076
    87.500       0.330000     1.70500000         -299.004         -170.826           14.991
    87.500       0.385000     1.76000000         -296.955         -169.763           14.906
    87.500       0.440000     1.81500000         -294.908         -168.702           14.820
    87.500       0.495000     1.87000000         -292.865         -167.641           14.735
    87.500       0.550000     1.92500000         -290.825         -166.582           14.650
    87.500       0.605000     1.98000000         -288.788         -165.523           14.565
